name,price,deal,shop_name,location,url
【双11自播间专属】YSL圣罗兰小黑条口红裸感哑光新色302豆沙色z,350.00,9000+人付款,ysl圣罗兰美妆官方旗舰店,江苏 苏州,https://detail.tmall.com/item.htm?id=649409385299&ns=1&abbucket=4
正品 YSL圣罗兰限定口红2支装礼盒 小黑条305小金条21复古红方管,670.00,1000+人付款,ysl圣罗兰美妆官方旗舰店,江苏 苏州,https://detail.tmall.com/item.htm?id=611634054284&ns=1&abbucket=4
花西子花露玲珑陶瓷口红/雕花唇膏滋润不拔干雾面哑光焦糖豆沙色,199.00,3000+人付款,花西子旗舰店,浙江 杭州,https://detail.tmall.com/item.htm?id=630745579064&ns=1&abbucket=4
【双11立即加购】完美日记天鹅绒唇釉莫奈红丝绒金丝绒口红女雾面,60.00,9万+人付款,perfectdiary旗舰店,广东 广州,https://detail.tmall.com/item.htm?id=614808935022&ns=1&abbucket=4
【双11预售直播专属】Armani/阿玛尼红管口红丝绒哑光唇釉405/214,310.00,2万+人付款,阿玛尼美妆官方旗舰店,江苏 苏州,https://detail.tmall.com/item.htm?id=628810912444&ns=1&abbucket=4
【双11预售】兰蔻菁纯唇膏 持久显色雾面哑光口红 888小野莓,285.00,5000+人付款,lancome兰蔻官方旗舰店,江苏 苏州,https://detail.tmall.com/item.htm?id=626602454696&ns=1&abbucket=4
【双11预售】Dior迪奥烈艳蓝金唇膏口红 909丝绒999 720 哑光,350.00,4万+人付款,dior迪奥官方旗舰店,上海,https://detail.tmall.com/item.htm?id=618488552961&ns=1&abbucket=4
【现货速达】Dior迪奥烈艳蓝金唇膏口红 新色#909 丝绒#999 #720,350.00,1万+人付款,dior迪奥官方旗舰店,上海,https://detail.tmall.com/item.htm?id=626609154812&ns=1&abbucket=4
【同心礼】花西子同心锁口红/浮雕雕花哑光唇膏女滋润浆果红棕色,219.00,1万+人付款,花西子旗舰店,浙江 杭州,https://detail.tmall.com/item.htm?id=625127127506&ns=1&abbucket=4
【现货速达】CHANEL 香奈儿魅力炫光唇釉 精油口红持妆87号,350.00,,chanel香奈儿官方旗舰店,浙江 杭州,https://detail.tmall.com/item.htm?id=624371942499&ns=1&abbucket=4
colorkey珂拉琪空气唇釉丝绒迷你唇釉雾面口红唇彩闺蜜礼物礼盒装,149.00,2万+人付款,天猫超市,上海,https://detail.tmall.com/item.htm?id=634731799864&ns=1&abbucket=4
[新色上市]卡姿兰LuLu猪甜吻唇釉女镜面水光哑光口红唇彩泥学生款,89.00,3万+人付款,卡姿兰官方旗舰店,广东 广州,https://detail.tmall.com/item.htm?id=623429729673&ns=1&abbucket=4
【新品】兰蔻菁纯雾面哑光唇膏小蛮腰口红 295微醺甜茶 持久显色,300.00,2000+人付款,lancome兰蔻官方旗舰店,江苏 苏州,https://detail.tmall.com/item.htm?id=651686429905&ns=1&abbucket=4
【现货速达】CHANEL 香奈儿可可小姐炫色唇膏 coco口红134 138,350.00,,chanel香奈儿官方旗舰店,浙江 杭州,https://detail.tmall.com/item.htm?id=638998509387&ns=1&abbucket=4
【双十一预售】雅诗兰黛口红倾慕唇膏秋冬保湿420豆沙色380,290.00,5000+人付款,雅诗兰黛官方旗舰店,上海,https://detail.tmall.com/item.htm?id=43502413713&ns=1&abbucket=4
【双十一预售】雅诗兰黛口红倾慕哑光唇膏557烤栗红棕333干枫叶,290.00,1万+人付款,雅诗兰黛官方旗舰店,上海,https://detail.tmall.com/item.htm?id=561941638855&ns=1&abbucket=4
【双十一预售】TF口红大牌经典黑管奶油哑光质地16 100显白 tfn2,450.00,1万+人付款,tomford汤姆福特旗舰店,浙江 嘉兴,https://detail.tmall.com/item.htm?id=587591880726&ns=1&abbucket=4
【双11预售】美宝莲纽约接吻棒superstay唇釉防水口红持久不沾杯,99.00,2万+人付款,美宝莲旗舰店,上海,https://detail.tmall.com/item.htm?id=571549393840&ns=1&abbucket=4
【双十一预售】GIVENCHY纪梵希小羊皮口红半哑光唇膏 333正红色,360.00,3000+人付款,givenchy纪梵希官方旗舰店,浙江 嘉兴,https://detail.tmall.com/item.htm?id=563426935475&ns=1&abbucket=4
【双十一预售】GIVENCHY纪梵希美炸红丝绒口红唇膏 N37 N36,360.00,1万+人付款,givenchy纪梵希官方旗舰店,浙江 嘉兴,https://detail.tmall.com/item.htm?id=600039116466&ns=1&abbucket=4
【官方正品】TOM FORD唇膏TF口红黑管16 100哑光奶油唇膏大牌正品,450.00,1000+人付款,tomford汤姆福特旗舰店,浙江 嘉兴,https://detail.tmall.com/item.htm?id=588959629394&ns=1&abbucket=4
【双11预售】植村秀无色限绢感小黑方唇膏口红显白KS rd188夜山茶,285.00,5000+人付款,植村秀官方旗舰店,江苏 苏州,https://detail.tmall.com/item.htm?id=648104334021&ns=1&abbucket=4
【双11抢先购】Hermes爱马仕口红缎光唇膏21 75 85 64 18正品,525.00,,爱马仕香水美妆官方旗舰店,浙江 嘉兴,https://detail.tmall.com/item.htm?id=645114034714&ns=1&abbucket=4
花知晓天使唇釉泥哑光口红丝绒学生女显白素颜奶茶豆沙平价小众,79.00,1万+人付款,花知晓旗舰店,江苏 淮安,https://detail.tmall.com/item.htm?id=625797289096&ns=1&abbucket=4
girlcult芝麻街唇釉桃子色唇彩镜面唇蜜口红小众品牌唇泥口吐芬芳,99.00,1万+人付款,girlcult旗舰店,上海,https://detail.tmall.com/item.htm?id=643536532735&ns=1&abbucket=4
【新色】稚优泉奶霜唇釉唇泥哑光口红显白小众品牌女唇彩学生平价,69.90,1万+人付款,稚优泉化妆品旗舰店,上海,https://detail.tmall.com/item.htm?id=633847869952&ns=1&abbucket=4
【官方正品】MAC/魅可子弹头尤雾弹口红大牌女 316/925/小辣椒,175.00,8000+人付款,mac魅可官方旗舰店,浙江 嘉兴,https://detail.tmall.com/item.htm?id=612037085764&ns=1&abbucket=4
Joocyee酵色琥珀哑光雾面唇釉唇泥口红慕斯学生款豆沙色小众品牌,79.00,4万+人付款,joocyee酵色旗舰店,上海,https://detail.tmall.com/item.htm?id=624934042425&ns=1&abbucket=4
Tom Ford汤姆福特 TF黑管哑光口红100 N1 N2 N3 01 16 80大牌正品,190.00,1000+人付款,chiyuheng1995314,浙江 宁波,https://item.taobao.com/item.htm?id=642074870137&ns=1&abbucket=4#detail
Tom Ford/汤姆福特tf口红黑金黑管白管 大牌正品 07 08 15 16 80,183.00,1000+人付款,zhs252898484,上海,https://item.taobao.com/item.htm?id=593285309581&ns=1&abbucket=4#detail
【肖宇梁886同款】泊诗华魔方管口红霸道哑光888丝缎柔光滋润显白,210.00,4000+人付款,泊诗华旗舰店,上海,https://detail.tmall.com/item.htm?id=643781884737&ns=1&abbucket=4
UKISS水唇露w03水雾唇釉不沾杯光镜面丝绒雾面口红平价学生唇泥蜜,59.90,1万+人付款,ukiss旗舰店,上海,https://detail.tmall.com/item.htm?id=653833245682&ns=1&abbucket=4
Gucci古驰口红小碎花金管208/25/505/504/308大牌新款515巨折礼盒,123.00,3000+人付款,in20100101,广东 深圳,https://item.taobao.com/item.htm?id=628959131817&ns=1&abbucket=4#detail
INTOYOU唇泥 空气雾面唇蜜唇釉哑光口红持久平价学生女小众品牌,59.00,4万+人付款,intoyou旗舰店,浙江 嘉兴,https://detail.tmall.com/item.htm?id=620012662752&ns=1&abbucket=4
Kaleidos万花镜超轻粘土唇粉霜哑光小众口红鸽血红唇泥女唇釉,79.00,3万+人付款,kaleidos万花镜旗舰店,上海,https://detail.tmall.com/item.htm?id=642642200977&ns=1&abbucket=4
【双11预售】MAC/魅可水漾子弹头唇膏口红大牌滋润保湿 544/549,185.00,4万+人付款,mac魅可官方旗舰店,浙江 嘉兴,https://detail.tmall.com/item.htm?id=653190375393&ns=1&abbucket=4
Dior迪奥口红999/720哑光滋润丝绒正红色女专柜大牌正品送礼物盒,155.00,5000+人付款,dfkorea,广东 深圳,https://item.taobao.com/item.htm?id=656406694428&ns=1&abbucket=4#detail
dior迪奥口红999哑光720丝绒840 888 080专柜大牌正品520礼物盒装,265.00,1000+人付款,chaqiuping888,江西 九江,https://item.taobao.com/item.htm?id=652518107302&ns=1&abbucket=4#detail
【双11预售】NARS空气柔雾唇霜小橘钉车厘子红奶盖蜜桃哑光唇釉,260.00,4000+人付款,nars官方旗舰店,上海,https://click.simba.taobao.com/cc_im?p=%BF%DA%BA%EC&s=1983042031&k=609&e=exwge9f8RJwOkCQXO8So1%2Fu3vfi%2BLP3jUoyjrS4SW%2B6n%2FLCeFwSsd8UB1cBwt%2BizTMotIehqKPNfHB07rOeGN6FB1g8OaZgs0n46K3743SuVbsDTKh740FxYf6Krc7dd9j2VNukLUlQqQO3owsFSu5OqCc%2B4G2mMqonIiDjMnALS4wpfZRq8pyriPeXDajvoedMaADpuMbo6bCDYpDGDdm022hYJfsVss8IzsagEW5T3i6y9qhP1QIGuZegs39xNzQE59kf0Yim2%2FVZg5EnMdSSw25IrGVNv%2FqllZ%2Bj8xtoS7MsfJGzZex9ZeSOnF%2Fe7n8r7G2nqPcxd%2FOHi%2FD%2FUPLRXV11vy%2FmwXKYyyy83M8kOvU1e4uoadEqikWFXCiWGumSDFapMDDm0cEuTTsBW9RFCt%2Bj%2BcvFH%2BwCp2N1%2F8QP8vcGfbLnzbrcCDfEJTpiyIAO64v8bwfhiKSjcwmn6rim75IVJxc1uVpy3a94zvIujvHTqyXUro8VQ5kZ826KMgJ8EjRi9yKVJSJMDwGlcx85Zmsj9tNZxSgZQrjYevT2BHKtWFMmdncpekzpKamSNvY1C5mlkcvC6nO9P%2B1tjYqoGPfJhqI30
雅诗兰黛口红倾慕唇膏 保湿滋润420豆沙色 380杏桃色不掉色 正品,290.00,700+人付款,雅诗兰黛官方旗舰店,上海,https://click.simba.taobao.com/cc_im?p=%BF%DA%BA%EC&s=1983042031&k=609&e=tiqcWzS5S0cOkCQXO8So1%2Fu3vfi%2BLP3jUoyjrS4SW%2B6n%2FLCeFwSsd8UB1cBwt%2BizTMotIehqKPMTfOwMPgo2nvWmmq92%2B3LG0n46K3743SuVbsDTKh740FxYf6Krc7dd9j2VNukLUlQqQO3owsFSu5OqCc%2B4G2mMqonIiDjMnALS4wpfZRq8pyriPeXDajvoedMaADpuMbo6bCDYpDGDdm022hYJfsVss8IzsagEW5T3i6y9qhP1QIGuZegs39xNzQE59kf0YimShMtAXk%2B3JGbX05z68P53FQ4lR2EonfOr7bMgDFAJyHRADolmUot3Mhe3Y3bqHu2TrGkRBDJC35%2BGA0zkurw7XKYyyy83M8kOvU1e4uoadEqikWFXCiWGumSDFapMDDm0cEuTTsBW9bxRZrMRVGHlU0FQKYT62OGjpA8oY5tfrhnRZ77%2Bhxx3TO9stL%2FKRCE7EdLgm5tcZUfp506AryqrmZJvTJtr8oPsiUvK9LkWnp6wBu3ECgzEDjwmtZ%2FLp8hgiS3y1tKf%2FL8lU6%2FgRN11stU%2Fsfzzwh4A4nvCkc7b%2B8tcwIXjBO0dB3Z9xj06ZIxDjdfeGNyVkY7U96ro47Yb
花西子雕花口红/浮雕唇膏女半哑光正红烂番茄色中国风杜鹃定制款,129.00,2万+人付款,花西子旗舰店,浙江 杭州,https://click.simba.taobao.com/cc_im?p=%BF%DA%BA%EC&s=1983042031&k=609&e=Lj%2FH8jmYkZYOkCQXO8So1%2Fu3vfi%2BLP3jUoyjrS4SW%2B6n%2FLCeFwSsd8UB1cBwt%2BizTMotIehqKPPEY3kg8P4PJ%2F3DCIb7Vz1u0n46K3743SuVbsDTKh740FxYf6Krc7dd9j2VNukLUlQqQO3owsFSu5OqCc%2B4G2mMqonIiDjMnALS4wpfZRq8pyriPeXDajvoedMaADpuMbo6bCDYpDGDdm022hYJfsVss8IzsagEW5T3i6y9qhP1QIGuZegs39xNzQE59kf0YiksyYlOEDQSqVpb%2BlwflCME1fGANNnfrZfw5pWLcz8nNaLecrZ%2B2g8ZgHhrjRl9hwyTdZISe2VUhfRrZtJTs8TYXKYyyy83M8kOvU1e4uoadEqikWFXCiWGumSDFapMDDm0cEuTTsBW9XgeBvlIEp%2BgZFZ7EPNPZur8vcGfbLnzbrcCDfEJTpiys4IvXP%2FdsfOAiC%2F9mhNjPb8Ne38miihlVpy3a94zvIujvHTqyXUro8VQ5kZ826KMgJ8EjRi9yKVJSJMDwGlcx85Zmsj9tNZxSgZQrjYevT2BHKtWFMmdncpekzpKamSNvY1C5mlkcvC6nO9P%2B1tjYqoGPfJhqI30
【雪梨推荐】INTOYOU女主角唇泥雾面唇釉口红显白学生平价女,59.00,4万+人付款,intoyou旗舰店,浙江 嘉兴,https://detail.tmall.com/item.htm?id=653935817464&ns=1&abbucket=4
正品dior迪奥变色唇膏润唇膏001/004女保湿滋润素颜口红大牌礼盒,175.00,3000+人付款,全球购top1,香港 新界,https://item.taobao.com/item.htm?id=619661459918&ns=1&abbucket=4#detail
Dior迪奥口红999哑光丝绒888复古正红720持久760滋润唇膏大牌正品,199.00,2000+人付款,cliv001,广东 深圳,https://item.taobao.com/item.htm?id=656454833688&ns=1&abbucket=4#detail
tf口红16 80Tom Ford汤姆福特黑细管27专柜礼盒08 15口红大牌正品,223.00,3000+人付款,我走在邊緣,山东 济南,https://item.taobao.com/item.htm?id=597984477438&ns=1&abbucket=4#detail
YSL圣罗兰小黑条302小金条21杨树林口红正品大牌礼盒套装1966色号,178.00,3000+人付款,霹雳小文哥,山东 青岛,https://item.taobao.com/item.htm?id=609845256636&ns=1&abbucket=4#detail
YSL圣罗兰口红小金条21号色小黑条302 09杨树林202 26 28 23 1966,218.00,1000+人付款,唐大人街,上海,https://item.taobao.com/item.htm?id=588496018563&ns=1&abbucket=4#detail
Dior迪奥口红999滋润哑光丝绒720/840/888唇膏专柜大牌正品礼盒装,215.00,8000+人付款,漫客帝国,北京,https://item.taobao.com/item.htm?id=655398634896&ns=1&abbucket=4#detail
Gucci古驰口红小碎花金管505/208/25/308礼盒巨折哑光515大牌正品,125.00,2000+人付款,我走在邊緣,山东 济南,https://item.taobao.com/item.htm?id=652232085705&ns=1&abbucket=4#detail
colorkey珂拉琪Hello Kitty空气唇釉丝绒哑光镜面口红唇彩平价女,79.00,3万+人付款,colorkey旗舰店,广东 广州,https://detail.tmall.com/item.htm?id=644335770267&ns=1&abbucket=4
【热巴同款】colorkey珂拉琪小黑镜唇釉镜面口红唇彩唇蜜显白平价,69.00,10万+人付款,colorkey旗舰店,广东 广州,https://detail.tmall.com/item.htm?id=611521723177&ns=1&abbucket=4
【双11预售】YSL圣罗兰新品小黑条口红 裸感哑光302豆沙色301,350.00,2万+人付款,ysl圣罗兰美妆官方旗舰店,江苏 苏州,https://detail.tmall.com/item.htm?id=649725895466&ns=1&abbucket=4
【双11预售抢先付定】完美日记小细跟口红礼盒3支装丝绒周迅同款,249.90,1万+人付款,perfectdiary旗舰店,广东 广州,https://detail.tmall.com/item.htm?id=628777347316&ns=1&abbucket=4
正品 YSL圣罗兰小金条口红 哑光1966红棕21复古红,350.00,3000+人付款,ysl圣罗兰美妆官方旗舰店,江苏 苏州,https://detail.tmall.com/item.htm?id=585114018668&ns=1&abbucket=4
【现货速达】CHANEL 香奈儿炫亮魅力唇膏5号系列 圣诞口红147,370.00,,chanel香奈儿官方旗舰店,浙江 杭州,https://detail.tmall.com/item.htm?id=603121026689&ns=1&abbucket=4
【正品】Armani阿玛尼红管口红臻致丝绒哑光唇釉405/208/209,310.00,3000+人付款,阿玛尼美妆官方旗舰店,江苏 苏州,https://detail.tmall.com/item.htm?id=561837524071&ns=1&abbucket=4
【双11预售】阿玛尼红管唇釉丝绒哑光口红大牌烂番茄405/214,310.00,5万+人付款,阿玛尼美妆官方旗舰店,江苏 苏州,https://detail.tmall.com/item.htm?id=562217798988&ns=1&abbucket=4
【新色上市】CHANEL 香奈儿炫亮魅力印记唇釉 哑光持妆口红842号,350.00,,chanel香奈儿官方旗舰店,浙江 杭州,https://detail.tmall.com/item.htm?id=581701022978&ns=1&abbucket=4
【双11预售】兰蔻菁纯哑光口红 小蛮腰唇膏丝绒雾面 持久显色,300.00,2万+人付款,lancome兰蔻官方旗舰店,江苏 苏州,https://detail.tmall.com/item.htm?id=577875099549&ns=1&abbucket=4
【双11立即加购】完美日记小细跟口红丝绒哑光唇膏唇釉女显白学生,89.90,7万+人付款,perfectdiary旗舰店,广东 广州,https://detail.tmall.com/item.htm?id=628774307843&ns=1&abbucket=4
花西子雕花口红/浮雕唇膏女半哑光正红烂番茄色中国风杜鹃定制款,129.00,2万+人付款,花西子旗舰店,浙江 杭州,https://detail.tmall.com/item.htm?id=588946546497&ns=1&abbucket=4
花西子鲜花口红/女学生款雾面哑光保湿滋润唇膏奶茶豆沙烂番茄色,89.00,8000+人付款,花西子旗舰店,浙江 杭州,https://detail.tmall.com/item.htm?id=583064622155&ns=1&abbucket=4
【双十一预售】GIVENCHY纪梵希高定香榭粉丝绒口红N27 新品上市,360.00,7000+人付款,givenchy纪梵希官方旗舰店,浙江 嘉兴,https://detail.tmall.com/item.htm?id=649131300057&ns=1&abbucket=4
【官方正品】GIVENCHY纪梵希爱无荆棘套装 红丝绒口红 顺丰速达,720.00,700+人付款,givenchy纪梵希官方旗舰店,浙江 嘉兴,https://detail.tmall.com/item.htm?id=604430215748&ns=1&abbucket=4
【双十一预售】TF口红细黑管缎光质地TF27 24 26 TF唇膏大牌正品,450.00,2000+人付款,tomford汤姆福特旗舰店,浙江 嘉兴,https://detail.tmall.com/item.htm?id=592519328987&ns=1&abbucket=4
【双十一预售】TOM FORD唇膏TF口红大牌黑管16 100哑光奶茶色正红,460.00,1000+人付款,tomford汤姆福特旗舰店,浙江 嘉兴,https://detail.tmall.com/item.htm?id=589077400486&ns=1&abbucket=4
【双十一预售】雅诗兰黛口红唇膏慕斯哑光唇釉 权杖唇霜935,280.00,3000+人付款,雅诗兰黛官方旗舰店,上海,https://detail.tmall.com/item.htm?id=653733565980&ns=1&abbucket=4
【现货速达】Dior迪奥烈艳蓝金唇膏星光版668 999口红 新品,385.00,1000+人付款,dior迪奥官方旗舰店,上海,https://detail.tmall.com/item.htm?id=642437979119&ns=1&abbucket=4
【VAVA同款】MAC/魅可柔雾尤雾弹唇釉唇彩口红哑光显白女 997/991,220.00,1万+人付款,mac魅可官方旗舰店,浙江 嘉兴,https://detail.tmall.com/item.htm?id=620260695087&ns=1&abbucket=4
Charlottetilbury CT柔焦持久蜜粉卓雾哑光唇膏小红唇口红组合,700.00,5000+人付款,charlottetilbury旗舰店,上海,https://detail.tmall.com/item.htm?id=656751508106&ns=1&abbucket=4
Dior迪奥口红999滋润哑光520大牌740正品888送礼盒套装641丝绒720,338.00,2000+人付款,ja帥cool,广东 深圳,https://item.taobao.com/item.htm?id=643926889729&ns=1&abbucket=4#detail
Dior迪奥口红大牌正品999哑光正红丝绒720丝绒礼盒套装生日送礼物,348.00,1000+人付款,c136287210,广东 广州,https://item.taobao.com/item.htm?id=635201301040&ns=1&abbucket=4#detail
花知晓樱桃派对唇釉夏日口红水光膜镜面唇彩蜜桃素颜显色玻璃唇蜜,79.00,1万+人付款,花知晓旗舰店,江苏 淮安,https://detail.tmall.com/item.htm?id=647532303886&ns=1&abbucket=4
【程潇心选】PINKBEAR皮可熊琉光镜面水唇釉小布丁口红女学生唇蜜,68.00,10万+人付款,pinkbear旗舰店,广东 广州,https://detail.tmall.com/item.htm?id=639781247324&ns=1&abbucket=4
【重磅新品】INTOYOU指尖唇釉镜面显色持久滋润显白秋冬口红唇油,69.00,2万+人付款,intoyou旗舰店,浙江 嘉兴,https://detail.tmall.com/item.htm?id=655761950136&ns=1&abbucket=4
兰蔻口红196胡萝卜色哑光505大牌正品274专柜限量礼盒888 295 278,248.00,1000+人付款,唐大人街,上海,https://item.taobao.com/item.htm?id=640203448225&ns=1&abbucket=4#detail
口红礼盒装套装套盒正品大牌化妆品雕花故宫中国风生日礼物送女友,128.00,1000+人付款,cymo旗舰店,广东 广州,https://detail.tmall.com/item.htm?id=650658004515&ns=1&abbucket=4
传奇今生红樱桃唇膏女正品专柜legend age官方网旗舰健康变色口红,78.00,5000+人付款,tb079336027,广东 广州,https://item.taobao.com/item.htm?id=615591917051&ns=1&abbucket=4#detail
专柜礼盒古奇GUCCI/古驰金管哑光口红505 208 511 509 25 504 308,188.00,3000+人付款,贝壳里的亡灵,四川 成都,https://item.taobao.com/item.htm?id=645291599938&ns=1&abbucket=4#detail
正品Dior/迪奥变色唇膏漾魅惑口红滋润补水保湿持久不掉色001/004,159.00,1000+人付款,天娇全球美妆严选,广东 深圳,https://item.taobao.com/item.htm?id=652918269652&ns=1&abbucket=4#detail
纪梵希口红丝绒N37 N36小羊皮306 888 333新年限定礼盒大牌正品,161.00,4000+人付款,zhs252898484,上海,https://item.taobao.com/item.htm?id=606072721355&ns=1&abbucket=4#detail
现货Lancome兰蔻295新品小蛮腰口红菁纯黑管唇膏118 196 288 274,188.00,2000+人付款,毛小咪vs小晶,江苏 南京,https://item.taobao.com/item.htm?id=652727530327&ns=1&abbucket=4#detail
