name,price,deal,shop_name,location,url
雅漾补水喷雾大瓶官网保湿爽肤水女士化妆水护肤水男士敏感肌干皮,84.00,300+人付款,淘遍全球海外专营店,广东 广州,https://detail.tmall.com/item.htm?id=558218001017&ns=1&abbucket=20
可复美爽肤水干皮湿敷水面部控油补水保湿水敏感肌修复柔肤水女,108.00,200+人付款,vivigao药妆杂货铺,上海,https://item.taobao.com/item.htm?id=655983388199&ns=1&abbucket=20#detail
unny补水喷雾保湿化妆爽肤水清爽女湿敷水干皮男士官方旗舰店正品,45.00,400+人付款,fanxiaoya512,江西 南昌,https://item.taobao.com/item.htm?id=642773719501&ns=1&abbucket=20#detail
RNW补水喷雾爽肤水早春保湿舒缓妆前脸部敏感肌收缩毛孔干皮正品,45.00,500+人付款,京都shop,河北 沧州,https://item.taobao.com/item.htm?id=639038092268&ns=1&abbucket=20#detail
韩国MAYCOOP枚柯小木瓶精华水细肤液补水保湿收缩毛孔爽肤油干皮,59.00,100+人付款,韩妆庭院,广东 汕头,https://item.taobao.com/item.htm?id=584750953238&ns=1&abbucket=20#detail
MCL花皙蔻仙人掌花精华水 补水保湿维稳水油分层敏感肌干皮推荐,108.00,400+人付款,花皙蔻旗舰店,广东 广州,https://detail.tmall.com/item.htm?id=650995165614&ns=1&abbucket=20
美国直邮雅诗兰黛大粉水清爽爽肤水女干皮水乳保湿补水400ml,218.00,79人付款,九九美货,美国,https://item.taobao.com/item.htm?id=595037372453&ns=1&abbucket=20#detail
及皙焕活滋润生机水细滑充盈保湿水夏季干皮补水保湿爽肤水50ml,168.00,29人付款,及皙旗舰店,四川 成都,https://detail.tmall.com/item.htm?id=646763692744&ns=1&abbucket=20
㊣兰蔻大粉水400ml爽肤柔肤水女补水保湿官方正品礼盒夏季干皮,278.00,76人付款,chenkoala88,香港 香港岛,https://item.taobao.com/item.htm?id=652175640458&ns=1&abbucket=20#detail
雅诗兰黛大粉水400ml柔肤水爽肤水女补水保湿舒缓修护化妆水干皮,248.00,26人付款,tys0887879,上海,https://item.taobao.com/item.htm?id=654366192559&ns=1&abbucket=20#detail
敏感肌专用 自然堂积雪草爽肤水女 补水保湿修护干皮红血丝舒缓,144.00,100+人付款,自然堂然美专卖店,上海,https://detail.tmall.com/item.htm?id=610891960228&ns=1&abbucket=20
【双11预订】科颜氏金盏花植萃爽肤水精华水收缩毛孔湿敷水祛痘,340.00,5万+人付款,kiehls科颜氏官方旗舰店,江苏 苏州,https://click.simba.taobao.com/cc_im?p=%B8%C9%C6%A4%BB%A4%B7%F4%CB%AE&s=1955435082&k=621&e=vZhDbJvqKwiKcmBi3Tp6RUXXkLis4h4KcpWaxWIuCXPmSc7oa477hN9uryzAOvnnXJfcy5DFKnLGldcz1MMeMqqo5i%2Fqy2WuDmAngKPhinkajfYKv9sguR%2ByIbFxZHvQCuY0lt%2BJKslauGdhZ587lz7CIiTduOAI5QbNG796oxFuwU8jNk8AFw2eEt3Q2SCnzAJl9PSKSmGILrgLKO%2Byk%2FeJdPOayevQV5SpQi9Dx%2Bkcn7zVXMA1AINJ05dmT6Zy5tZsg0OLq3r25zr7sOQz78zQfbr3byCXwvTijjdQdBFjzLwq2RqWUIEZeGeqLlgr%2BAN8KK%2B7yfuldmGKqJLmCN2oPDpcTSasawq2W8PtMNWvpny5l1mqttaSgxJt7AD1pfyJJUsGuWA2VrQanAMEZ%2BkHhgni1dBUqSmS8U7k6CGZ0SOtszsJ2IIzFY559ayN0vQ%2BhtLo603gLh%2FJlxfTM3HXMiO4sLUlSlgiUbUFDSygKU3gB24bn8MPQQwC3DBIe%2BXoH%2B4W4DfSqcNYqiTE4%2BbT%2Fzi%2FQhaEaIGIrNTPZV8PW1VVTFiiC%2B4thD5avT9Af50IF11KLadPhxfyfulTmbU3ezE%2BA5M5YMwBgcNepAc%3D
水密码爽肤水女秋冬补水保湿滋润控油美容液化妆水柔肤水学生正品,39.00,100+人付款,liuxiaochuan251314,上海,https://click.simba.taobao.com/cc_im?p=%B8%C9%C6%A4%BB%A4%B7%F4%CB%AE&s=1955435082&k=697&e=UyjWts9ghQmKcmBi3Tp6RUXXkLis4h4KcpWaxWIuCXPmSc7oa477hN9uryzAOvnnXJfcy5DFKnKXzzH%2F4Zv%2B03l1kbdRdXrmDmAngKPhinkajfYKv9sguR%2ByIbFxZHvQCuY0lt%2BJKslauGdhZ587lz7CIiTduOAI5QbNG796oxFuwU8jNk8AFw2eEt3Q2SCnzAJl9PSKSmGILrgLKO%2Byk5%2FMhOEBbcU5ijYRXDXfC7uX62VrYBkT8iKkbqhyDYmy5xYhQOo5mBkcn7zVXMA1AINJ05dmT6ZyHrv%2FZZP%2BclUAi92RKNl84sVUuligJToluOcziRfv0y4rHMUe3DKhDHmzM96wdmhVFdmavm4ugIMRu07kShz6RBjdb8LDwzPXgxPaf3FWOncBv8sIFBnHHvwlfx%2F8yM0VviiwgqJzqY%2FoJsqcXsOeXYAkFZTz9iEVxiOpdZfs%2FD7nFiFA6jmYGeNExpsPvF%2BpdmQ8m5RcfTJyu%2BVhIHWibqVOKFbQCyyDsbarg98PR6vjMuLiR5f9El6S1hj66ae2thuqWIhYhz6qi57ao%2B75%2BwzeaSpIp0aR9PHMJLCiU4NIKU76qCWKTR3Rv9O7Bw8vQXbE5qIzc0GTQd0cNd%2FicXgTO3rN22Rz68hZTSNeGFJE%2BZmQ3HvPR7G%2B1WYI4dZBn%2F6Y8BmY2ccWqQpBlNN3Bw%3D%3D#detail
修丽可果酸复颜爽肤水杜克控油去角质 保湿 收缩毛孔,460.00,100+人付款,修丽可官方旗舰店,江苏 苏州,https://click.simba.taobao.com/cc_im?p=%B8%C9%C6%A4%BB%A4%B7%F4%CB%AE&s=1955435082&k=653&e=zsclCe4x5eWKcmBi3Tp6RUXXkLis4h4KcpWaxWIuCXPmSc7oa477hN9uryzAOvnnXJfcy5DFKnIYgFFDECwIcXZrMXQrfcdi0qrLhbibip0ajfYKv9sguR%2ByIbFxZHvQCuY0lt%2BJKslauGdhZ587lz7CIiTduOAI5QbNG796oxFuwU8jNk8AFw2eEt3Q2SCnzAJl9PSKSmGILrgLKO%2Byk4zNMOvvDOBoUiFvxI%2FfMgMusmtts4ODzcYjqXWX7Pw%2BiBx5Bx8tOgxkTJFhWkPhZll7qHXCrTpvjcsRuPMIrhbE3DNi%2BObowLGY9ANdGETLpRyKL6ALmcj2Qw1ofmaq1G2QW6%2FW6RIAgZFbkYh%2BhysGLNMT4wxT6cBvxYXzApoZS3UIx8qq9y%2FTKlpg3CXKm2TCLt11KVsHV4PEHDkUoJ3VMhBGUD8wko62mGLrXABrcY4yKY3%2FTz69pum61tzD76sG6lT0hfPF3fpPak693TEVhC9%2F8DR38PSLOd7QV9zeTk9LSt0LuTpKWCJRtQUNLPGmw5xiqyG%2FO01hgmiu7pcKP%2Fu6ASdcNipR%2FVp%2BuCVkv6U6uj4Wv8T33vsceR0rp7Xb9CHUKJP0%2BCyX4Eep7K1RCWjcXdCJ9xvng7kyRd3rfSVP5U8%2FcWU%3D
雅诗兰黛补水清爽水乳套装干皮油皮护肤品保湿滋润精华乳液正品,128.00,74人付款,tb229054091,广东 深圳,https://item.taobao.com/item.htm?id=652878067955&ns=1&abbucket=20#detail
RNW大白水爽肤水女补水保湿敷水收缩毛孔清爽型干皮学生天夏季女,58.00,200+人付款,卡莲丝黛,安徽 合肥,https://item.taobao.com/item.htm?id=634005018804&ns=1&abbucket=20#detail
德国世家爽肤调理液爽肤水补水喷雾干皮敏感肌温和保湿水化妆水,309.00,54人付款,drhauschka海外旗舰店,河南 郑州,https://detail.tmall.com/item.htm?id=575370088995&ns=1&abbucket=20
德妃平衡爽肤水女补水保湿收缩毛孔干皮秋冬水乳男护肤保湿水正品,79.50,100+人付款,dermafirm德妃旗舰店,上海,https://detail.tmall.com/item.htm?id=643437236825&ns=1&abbucket=20
嘉媚乐玫瑰新肌密亮肤水爽肤水女干皮补水保湿提亮肤色滋润柔肤水,124.00,100+人付款,嘉媚乐官方旗舰店,广东 广州,https://detail.tmall.com/item.htm?id=13758199853&ns=1&abbucket=20
芦荟祛痘油痘肌爽肤水护肤补水保湿控油学生秋冬干皮滋润湿敷晒后,59.00,100+人付款,jumpingcat旗舰店,广东 广州,https://detail.tmall.com/item.htm?id=637614241726&ns=1&abbucket=20
韩国It’s-skin伊思红参蜗牛水乳套装紧致抗衰老补水保湿干皮滋润,249.00,18人付款,灰姑娘美妆海外专营店,河南 郑州,https://detail.tmall.com/item.htm?id=621888743405&ns=1&abbucket=20
可复美爽肤水干皮补水保湿控油舒缓修护湿敷敏感肌修复柔肤化妆水,118.00,100+人付款,陈俊远_2009,广东 深圳,https://item.taobao.com/item.htm?id=657768607169&ns=1&abbucket=20#detail
雅清芙姿复合肽修护水清爽型补水保湿滋润舒缓修复干皮救星正品,198.00,63人付款,医学护肤69320,广东 佛山,https://item.taobao.com/item.htm?id=614728788196&ns=1&abbucket=20#detail
EVM喷雾神经酰胺补水保湿爽肤水女夏季护肤干皮油皮学生舒缓修复,45.00,100+人付款,pmf0923,浙江 杭州,https://item.taobao.com/item.htm?id=649009132256&ns=1&abbucket=20#detail
法国兰蔻正品大瓶粉水爽肤水保湿控油补水收缩毛孔夏季干油皮提亮,49.00,100+人付款,静谷遗贤空对酒l,广东 揭阳,https://item.taobao.com/item.htm?id=649725439387&ns=1&abbucket=20#detail
法国Lancome兰蔻粉水400ml保湿舒缓补水玫瑰爽肤女清莹干皮大粉水,199.00,21人付款,浩0o瀚,四川 成都,https://item.taobao.com/item.htm?id=612497416124&ns=1&abbucket=20#detail
佰草集新玉润保湿菁华水150ml精华水【焕新版】补水保湿干皮亲妈,114.00,6人付款,八尾宝宝,河南 周口,https://item.taobao.com/item.htm?id=622706119131&ns=1&abbucket=20#detail
婷美小屋绿茶籽烷美水分菁华水爽肤水女补水保湿控油干皮护肤正品,92.00,77人付款,婷美小屋旗舰店,广东 广州,https://detail.tmall.com/item.htm?id=527119300551&ns=1&abbucket=20
边伯贤同款 TIRTIR泡沫爽肤水鎮静修护舒缓补水收縮毛孔干皮湿敷,98.00,73人付款,叮叮啷啷,广东 深圳,https://item.taobao.com/item.htm?id=616135910831&ns=1&abbucket=20#detail
雅诗兰黛粉水400ml柔丝焕采护肤爽肤水女干皮保湿补水修护化妆水,233.00,33人付款,ganghuo520,广东 深圳,https://item.taobao.com/item.htm?id=631084641152&ns=1&abbucket=20#detail
韩后补水喷雾女干皮补水保湿持久定妆脸部收缩毛孔化妆爽肤水正品,23.90,300+人付款,韩后佳芬专卖店,河南 郑州,https://detail.tmall.com/item.htm?id=644875977870&ns=1&abbucket=20
买1送1芦荟爽肤水干皮补水保湿水清爽收缩毛孔化妆水男女学生正品,19.90,400+人付款,新晓食品商行,广东 广州,https://item.taobao.com/item.htm?id=639307597808&ns=1&abbucket=20#detail
魔介爽肤水女补水保湿精华控油干皮柔护肤湿敷水细致毛孔男化妆水,188.00,47人付款,魔介旗舰店,上海,https://detail.tmall.com/item.htm?id=573512897998&ns=1&abbucket=20
用一次就爱上 薇姿温泉矿物水活爽肤水400ml补水保湿蓝水干皮油皮,235.00,42人付款,喜欢买邮票,上海,https://item.taobao.com/item.htm?id=555893536398&ns=1&abbucket=20#detail
温泉水护肤品西班牙THALISSI温泉水保湿喷雾250ml干敏皮水乳控油,196.00,12人付款,传说中的孙大圣,澳大利亚,https://item.taobao.com/item.htm?id=609974200611&ns=1&abbucket=20#detail
雅诗兰黛肌初赋活原生液 樱花微精华干皮补水保湿爽肤水200ml现货,389.00,7人付款,donghang68,黑龙江 哈尔滨,https://item.taobao.com/item.htm?id=644772793500&ns=1&abbucket=20#detail
珀莱雅水漾芯肌透润水爽肤水滋润保湿补水倍润型干油皮柔肤精华水,84.00,43人付款,北京名妆国际,北京,https://item.taobao.com/item.htm?id=658066251043&ns=1&abbucket=20#detail
神经酰胺爽肤水修护屏障干性缺水性干皮混合皮肤平衡水油敏感肌,75.00,74人付款,萝莉妹妹旗舰店,广东 潮州,https://detail.tmall.com/item.htm?id=596389352938&ns=1&abbucket=20
韩束红胶囊爽肤水补水保湿化妆品干皮清爽夏季天女官方旗舰店正品,129.00,66人付款,爱猪的小白兔,上海,https://item.taobao.com/item.htm?id=644469446482&ns=1&abbucket=20#detail
芙尔蔓优能焕采健肤水干皮爽肤水补水保湿修护亮肤精华水旗舰店,67.00,94人付款,芙尔蔓旗舰店,北京,https://detail.tmall.com/item.htm?id=566988352355&ns=1&abbucket=20
免税7折!兰蔻清滢柔肤水400ml 大粉水补水保湿滋润干皮亲妈抗氧化,226.00,15人付款,vickypypy,上海,https://item.taobao.com/item.htm?id=635119196676&ns=1&abbucket=20#detail
新！雅诗兰黛胶原水30ml小样智妍紧塑弹润精华水保湿补水干皮油皮,42.00,76人付款,lvzhenglt,福建 漳州,https://item.taobao.com/item.htm?id=655360669525&ns=1&abbucket=20#detail
干皮神仙水 资生堂红色蜜露化妆水200ml 红水爽肤水 补水滋润保湿,335.00,13人付款,honolulu727,湖北 武汉,https://item.taobao.com/item.htm?id=654773501691&ns=1&abbucket=20#detail
颐莲喷雾补水玻尿酸干皮舒缓保湿官网正品爽肤水保湿水敏感肌夏天,29.00,100+人付款,韩国代购_may,山东 青岛,https://item.taobao.com/item.htm?id=643522253426&ns=1&abbucket=20#detail
法国正品Lancome兰蔻大粉水400ml清滢柔肤水保湿补水干皮滋润舒缓,218.00,44人付款,兴创达通讯,上海,https://item.taobao.com/item.htm?id=636321527951&ns=1&abbucket=20#detail
雅诗兰黛 原生液200ml 肌初赋活精华水 补水保湿透亮修护舒缓干皮,408.00,11人付款,ailyshow,四川 成都,https://item.taobao.com/item.htm?id=627975822734&ns=1&abbucket=20#detail
法国lancome兰蔻粉水400ml女保湿舒缓补水玫瑰爽肤柔肤干皮滋润,235.00,26人付款,婵真直销,山东 济南,https://item.taobao.com/item.htm?id=628330023270&ns=1&abbucket=20#detail
百雀羚保湿补水喷雾夏季小瓶爽肤水定妆干皮持久白雀灵官方旗舰店,23.90,100+人付款,若兮化妆品专营店,浙江 杭州,https://detail.tmall.com/item.htm?id=613004997555&ns=1&abbucket=20
婷美小屋蜗牛修护美肌水柔肤水爽肤水女补水保湿紧致抗皱干皮正品,139.00,27人付款,婷美小屋旗舰店,广东 广州,https://detail.tmall.com/item.htm?id=527095572712&ns=1&abbucket=20
德妃爽肤水夏季女补水保湿收缩毛孔干皮夏天水乳男护肤保湿水正品,69.00,49人付款,卡莲丝黛,安徽 合肥,https://item.taobao.com/item.htm?id=645391591921&ns=1&abbucket=20#detail
现货 德国世家普通律动调理液滋润保湿爽肤水中干皮混合皮,158.00,11人付款,平平平真真真,河北 保定,https://item.taobao.com/item.htm?id=528559527165&ns=1&abbucket=20#detail
【预售】独岛爽肤水补水敏感肌干皮保湿roundlab柔恩莱官方旗舰店,99.00,100+人付款,roundlab柔恩莱旗舰店,浙江 杭州,https://detail.tmall.com/item.htm?id=645749987926&ns=1&abbucket=20
ADAN香港美妆 兰蔻大粉水400ml 清莹柔肤爽肤水 补水抗敏保湿干皮,318.00,1人付款,香港女皇站,广东 深圳,https://item.taobao.com/item.htm?id=12485847398&ns=1&abbucket=20#detail
ReVive瑞微拂喷雾爽肤水补水保湿控油定妆化妆柔肤便携滋润干皮,480.00,10人付款,revive海外旗舰店,浙江 杭州,https://detail.tmall.com/item.htm?id=597432513251&ns=1&abbucket=20
倩碧水磁场高保湿粉水 干敏皮补水滋润 400ml 舒缓肌肤 水润,225.00,7人付款,tb105854500,上海,https://item.taobao.com/item.htm?id=643097362150&ns=1&abbucket=20#detail
